,DV,Id,Level,Trial_Number
0,71.22077086466975,100,6,0
1,10.73358848726368,100,6,1
2,56.83571670521154,100,6,2
3,33.9926172472413,100,6,3
4,44.54034148879254,100,6,4
5,32.24415955191846,100,6,5
6,1.7807764064044151,100,6,6
7,72.41547848354479,100,6,7
8,2.75,100,6,8
9,3.2025624189766635,100,6,9
10,2.952844996523883,100,6,10
11,1.3090169943749475,100,6,11
12,1.5745284214046282,100,6,12
13,1.5897934007793626,100,6,13
14,28.964624701631845,100,6,14
15,92.95240558761023,101,6,0
16,13.135003556063273,101,6,1
17,34.2899052673049,101,6,2
18,19.33355197217416,101,6,3
19,10.613693838685808,101,6,4
20,61.432994881618285,101,6,5
21,12.360180250469698,101,6,6
22,88.00477605687442,101,6,7
23,31.113782837408017,101,6,8
24,92.84077787456948,101,6,9
25,54.88653072463486,101,6,10
26,11.277161259486883,101,6,11
27,3.0671873729054746,101,6,12
28,3.712214450449026,101,6,13
29,21.477770466584964,102,6,0
30,2.7338540395721416,102,6,1
31,1.834779252149473,102,6,2
32,2.1270496400917165,102,6,3
33,1.6009252125773317,102,6,4
34,2.5,102,6,5
35,2.596291201783626,102,6,6
36,2.5,102,6,7
37,90.65455102895446,102,6,8
38,3.6163454964328494,102,6,9
39,1.5897934007793626,102,6,10
40,2.5021688782242095,102,6,11
41,2.0,102,6,12
42,1.8027756377319946,102,6,13
43,1.8027756377319946,102,6,14
44,2.2025624189766635,102,6,15
45,1.5897934007793626,102,6,16
46,2.247679020649623,102,6,17
47,2.377067608188041,102,6,18
48,10.361761854618207,103,6,0
49,5.001148686542074,103,6,1
50,6.374591263348148,103,6,2
51,7.474590407171958,103,6,3
52,18.28961862559743,103,6,4
53,5.317298246187839,103,6,5
54,6.415044915701853,103,6,6
55,6.375513922215196,103,6,7
56,6.195452599058598,103,6,8
57,7.0811294079589215,103,6,9
58,6.075012469843777,103,6,10
59,6.02226756800159,103,6,11
60,5.49313536374328,103,6,12
61,4.820709733463177,103,6,13
62,6.020797289396148,103,6,14
63,6.562519317163208,103,6,15
64,5.08505344051208,103,6,16
65,43.171042745745936,103,6,17
66,6.768156090763052,103,6,18
67,6.867723284551863,103,6,19
68,7.980050091692437,103,6,20
69,8.172951503238533,103,6,21
70,7.151943770647607,103,6,22
71,7.080487956422195,103,6,23
72,8.93707253790901,103,6,24
73,5.393426589486365,104,6,0
74,4.381214439722834,104,6,1
75,4.381214439722834,104,6,2
76,4.531089277272629,104,6,3
77,4.733272080893629,104,6,4
78,5.6690796058062904,104,6,5
79,4.045084971874737,104,6,6
80,4.036419211370921,104,6,7
81,6.4075364531836625,104,6,8
82,5.5138533543824515,104,6,9
83,4.598215386778408,104,6,10
84,4.6731008902583,104,6,11
85,3.5548861143232218,104,6,12
86,6.428200432039077,104,6,13
87,5.378970448843065,104,6,14
88,6.523195587852269,104,6,15
89,4.687449627822916,104,6,16
90,30.189216390381063,104,6,17
91,5.315284759021296,104,6,18
92,5.361699909781654,104,6,19
93,5.765564437074637,104,6,20
94,7.079923198598054,104,6,21
95,5.016031736197814,104,6,22
96,6.103277807866851,104,6,23
97,70.81604913230892,105,6,0
98,43.17385278012055,105,6,1
99,76.30622914061914,105,6,2
100,145.90929790176514,105,6,3
101,90.54655423856131,105,6,4
102,37.03585574506244,105,6,5
103,4.141376173658363,105,6,6
104,2.8669818343581808,105,6,7
105,5.315284759021296,105,6,8
106,1.9053081961585734,105,6,9
107,2.23606797749979,105,6,10
108,3.2778320424830545,105,6,11
109,2.69501793070433,105,6,12
110,4.394182418172843,105,6,13
111,4.21085768658585,105,6,14
112,4.124913586643351,105,6,15
113,2.350781059358212,105,6,16
114,3.651177316106848,105,6,17
115,30.834039961308008,106,6,0
116,60.05204700123973,106,6,1
117,41.2408136737276,106,6,2
118,1.9008675512896835,106,6,3
119,13.339259658697959,106,6,4
120,22.035962537984208,106,6,5
121,56.43130768134619,106,6,6
122,3.9620151950825457,107,6,0
123,3.5289215701007053,107,6,1
124,15.79915592608656,107,6,2
125,2.3401839031524814,107,6,3
126,3.206273933189219,107,6,4
127,3.734939863002407,107,6,5
128,4.3016389039334255,107,6,6
129,4.650367627183861,107,6,7
130,3.5694156390730214,107,6,8
131,3.916201168930829,107,6,9
132,4.260398644698074,107,6,10
133,4.9746833557292485,107,6,11
134,4.001001827383503,107,6,12
135,4.096490472611924,107,6,13
136,4.260398644698074,107,6,14
137,3.954163456597992,107,6,15
138,4.163267427939832,107,6,16
139,4.7286553649222265,107,6,17
140,70.37882760567088,108,6,0
141,3.2953912196471054,108,6,1
142,23.588812605663275,108,6,2
